2016,Damien Chazelle
2016,Tom Ford
2016,Ken Loach
2016,Kenneth Lonergan
2016,Denis Villeneuve
2015,Alejandro G. Iñárritu
2015,Todd Haynes
2015,Adam McKay
2015,Ridley Scott
2015,Steven Spielberg
2014,Richard Linklater
2014,Wes Anderson
2014,Damien Chazelle
2014,Alejandro G. Iñárritu
2014,James Marsh
2013,Alfonso Cuarón
2013,Paul Greengrass
2013,Steve McQueen
2013,David O. Russell
2013,Martin Scorsese
2012,Ben Affleck
2012,Kathryn Bigelow
2012,Michael Haneke
2012,Ang Lee
2012,Quentin Tarantino
2011,Michel Hazanavicius
2011,Tomas Alfredson
2011,Lynne Ramsay
2011,Nicolas Winding Refn
2011,Martin Scorsese
2010,David Fincher
2010,Darren Aronofsky
2010,Danny Boyle
2010,Tom Hooper
2010,Christopher Nolan
2009,Kathryn Bigelow
2009,Neill Blomkamp
2009,James Cameron
2009,Lone Scherfig
2009,Quentin Tarantino
2008,Danny Boyle
2008,Stephen Daldry
2008,Clint Eastwood
2008,David Fincher
2008,Ron Howard
2007,Joel Coen and Ethan Coen
2007,Paul Thomas Anderson
2007,Paul Greengrass
2007,Florian Henckel von Donnersmarck
2007,Joe Wright
2006,Paul Greengrass
2006,Jonathan Dayton and Valerie Faris
2006,Stephen Frears
2006,Alejandro G. Iñárritu
2006,Martin Scorsese
2005,Ang Lee
2005,George Clooney
2005,Paul Haggis
2005,Fernando Meirelles
2005,Bennett Miller
2004,Mike Leigh
2004,Marc Forster
2004,Michel Gondry
2004,Michael Mann
2004,Martin Scorsese
2003,Peter Weir
2003,Tim Burton
2003,Sofia Coppola
2003,Peter Jackson
2003,Anthony Minghella
2002,Roman Polanski
2002,Stephen Daldry
2002,Peter Jackson
2002,Rob Marshall
2002,Martin Scorsese
