2002,Martin Scorsese
2002,Alexander Payne
2002,Spike Jonze
2002,Rob Marshall
2002,Stephen Daldry
2002,Peter Jackson
2003,Peter Jackson
2003,Anthony Minghella
2003,Sofia Coppola
2003,Peter Weir
2003,Clint Eastwood
2004,Clint Eastwood
2004,Martin Scorsese
2004,Mike Nichols
2004,Marc Forster
2004,Alexander Payne
2005,Ang Lee
2005,Fernando Meirelles
2005,George Clooney
2005,Peter Jackson
2005,Woody Allen
2005,Steven Spielberg
2006,Martin Scorsese
2006,Alejandro G. Iñárritu
2006,Clint Eastwood
2006,Clint Eastwood
2006,Stephen Frears
2007,Julian Schnabel
2007,Ridley Scott
2007,Joe Wright
2007,Joel Coen and Ethan Coen
2007,Tim Burton
2008,Danny Boyle
2008,David Fincher
2008,Ron Howard
2008,Stephen Daldry
2008,Sam Mendes
2009,James Cameron
2009,Kathryn Bigelow
2009,Quentin Tarantino
2009,Clint Eastwood
2009,Jason Reitman
2010,David Fincher
2010,Darren Aronofsky
2010,David O. Russell
2010,Christopher Nolan
2010,Tom Hooper
2011,Martin Scorsese
2011,Michel Hazanavicius
2011,Alexander Payne
2011,George Clooney
2011,Woody Allen
2012,Ben Affleck
2012,Quentin Tarantino
2012,Ang Lee
2012,Steven Spielberg
2012,Kathryn Bigelow
2013,Alfonso Cuarón
2013,Steve McQueen
2013,David O. Russell
2013,Paul Greengrass
2013,Alexander Payne
2014,Richard Linklater
2014,Alejandro G. Iñárritu
2014,David Fincher
2014,Wes Anderson
2014,Ava DuVernay
2015,Alejandro G. Iñárritu
2015,Todd Haynes
2015,George Miller
2015,Ridley Scott
2015,Tom McCarthy
2016,Damien Chazelle
2016,Mel Gibson
2016,Barry Jenkins
2016,Kenneth Lonergan
2016,Tom Ford
